No.,Kabupaten/Kota,Province,Institution,item_title, quantity ,unit,Realisasi Program,Year,Valid,Tautan,item_title,item_title_english
252,Kepulauan Mentawai,Sumatera Barat,Pemkab Kepulauan Mentawai dan Kodim 0319 ,Pj Bupati Mentawai Fernando Simanjuntak Hadiri Penanaman Mangrove di Dusun Tuapejat ,1000,seedlings,1000 bibit mangrove ditanam di lahan seluas 1.5 hektare,2024,√,https://mimbarsumbar.id/pj-bupati-mentawai-fernando-simanjuntak-hadiri-penanaman-mangrove-di-dusun-tuapejat/,Pj Bupati Mentawai Fernando Simanjuntak Hadiri Penanaman Mangrove di Dusun Tuapejat ,Acting Regent of Mentawai Fernando Simanjuntak Attends Mangrove Planting in Tuapejat Hamlet
253,Padang,Sumatera Barat,PT Pertamina Patra Niaga Regional Sumbagut,Pertamina Lakukan Penanaman 1.000 Bibit Mangrove di Desa Wisata Teluk Buo,1000,seedlings,1000 bibit mangrove ditanam,2024,√,https://harianhaluan.id/utama/hh-89603/pertamina-lakukan-penanaman-1-000-bibit-mangrove-di-desa-wisata-teluk-buo/,Pertamina Lakukan Penanaman 1.000 Bibit Mangrove di Desa Wisata Teluk Buo,"Pertamina Plants 1,000 Mangrove Seedlings in Teluk Buo Tourism Village"
254,Padang,Sumatera Barat,Majelis Lingkungan Hidup (MLH) Muhammadiyah Sumatera Barat dan Universitas Muhammadiyah Sumatera Barat,MLH Muhammadiyah Sumbar Ajak Penanaman Mangrove untuk Meningkatkan Ekosistem Pesisir,600,seedlings,600 bibit mangrove ditanam,2023,√,https://langgam.id/mlh-muhammadiyah-sumbar-ajak-penanaman-mangrove-untuk-meningkatkan-ekosistem-pesisir/,MLH Muhammadiyah Sumbar Ajak Penanaman Mangrove untuk Meningkatkan Ekosistem Pesisir,Muhammadiyah Environmental Council West Sumatra Initiates Mangrove Planting to Improve Coastal Ecosystems
255,Padang,Sumatera Barat,PT Semen Padang dan Dinas Lingkungan Hidup (DLH) Sumbar,"Dukung Pelestarian Pesisir, PT Semen Padang Ikut Serta Dalam Penanaman 1.000 Bibit Mangrove di Sungai Pisang",1000,seedlings,1000 bibit mangrove ditanam,2025,√,https://harianhaluan.id/sumatera-barat/hh-128432/dukung-pelestarian-pesisir-pt-semen-padang-ikut-serta-dalam-penanaman-1-000-bibit-mangrove-di-sungai-pisang/,"Dukung Pelestarian Pesisir, PT Semen Padang Ikut Serta Dalam Penanaman 1.000 Bibit Mangrove di Sungai Pisang","Supporting Coastal Conservation, PT Semen Padang Participates in Planting 1,000 Mangroves in Sungai Pisang"
256,Padang,Sumatera Barat,"PT Pegadaian (Persero) Kantor Wilayah (Kanwil) II, STTIND Padang, dan LLDIKTI Wilayah X","PT Pegadaian Tanam 1.230 Bibit Mangrove di Padang, Jaga Ekosistem Lingkungan ",1,seedlings,1.230 bibit mangrove ditanam,2024,√,https://indonesiakini.id/2024/11/24/pt-pegadaian-tanam-1-230-bibit-mangrove-di-padang-jaga-ekosistem-lingkungan/,"PT Pegadaian Tanam 1.230 Bibit Mangrove di Padang, Jaga Ekosistem Lingkungan ","PT Pegadaian Plants 1,230 Mangroves in Padang to Preserve the Environment"
257,Pesisir Selatan,Sumatera Barat,Yayasan Astra Honda Motor (Yayasan AHM) ,Yayasan AHM Tanam 16.000 Mangrove dan Lepas Tukik di Sumbar untuk Jaga Ekosistem Laut,16000,seedlings,16000 mangrove ditanam bakau,2025,√,https://medan.tribunnews.com/adv/1758096/yayasan-ahm-tanam-16000-mangrove-dan-lepas-tukik-di-sumbar-untuk-jaga-ekosistem-laut,Yayasan AHM Tanam 16.000 Mangrove dan Lepas Tukik di Sumbar untuk Jaga Ekosistem Laut,"AHM Foundation Plants 16,000 Mangroves and Releases Turtle Hatchlings in West Sumatra to Protect Marine Ecosystems"
258,Banyuasin,Sumatera Selatan,PT Kilang Pertamina Internasional (KPI),"Hari Lingkungan Hidup Sedunia 2025, Tanam 4.000 Mangrove di Sungsang ",4000,seedlings,4000 bibit mangrove ditanam,2025,√,https://wongkito.co/read/hari-lingkungan-hidup-sedunia-2025-tanam-4-000-mangrove-di-sungsang,"Hari Lingkungan Hidup Sedunia 2025, Tanam 4.000 Mangrove di Sungsang ","World Environment Day 2025, 4,000 Mangroves Planted in Sungsang"
259,Banyuasin,Sumatera Selatan,PT Telkom Indonesia (Persero) Tbk,"Cegah Abrasi, Telkom STO Sungsang Tanam 200 Bibit Mangrove",200,seedlings,200 bibit mangrove ditanam,2024,√,https://www.hariansib.com/nasional/407414/cegah-abrasi-telkom-sto-sungsang-tanam-200-bibit-mangrove/,"Cegah Abrasi, Telkom STO Sungsang Tanam 200 Bibit Mangrove","Preventing Abrasion, Telkom STO Sungsang Plants 200 Mangroves"
260,Banyuasin,Sumatera Selatan,SKK Migas,Sinergi Sahsyat SKKMigas dan Jurnalis Tanam Mangrove di Sungsang Wujudkan Surganya Ekowisata Baru ,31000,seedlings,"31 ribu bibit mangrove ditanam di lahan seluas 3,5 ha",2024-2025,√,https://radarpalembang.bacakoran.co/read/17500/sinergi-dahsyat-skk-migas-dan-jurnalis-tanam-mangrove-di-sungsang-wujudkan-surganya-ekowisata-baru,Sinergi Sahsyat SKKMigas dan Jurnalis Tanam Mangrove di Sungsang Wujudkan Surganya Ekowisata Baru ,"SKK Migas and Journalists Plant Mangroves in Sungsang, Realizing a New Ecotourism Paradise"
261,Deli Serdang,Sumatera Utara,Alfamidi Medan,Alfamidi Medan Peringati 17 Tahun dengan CSR Penanaman 2000 Bibit Pohon Mangrove,2000,seedlings,2000 bibit mangrove ditanam,2024,√,https://sumutcyber.com/alfamidi-medan-peringati-17-tahun-dengan-csr-penanaman-2000-bibit-pohon-mangrove/,Alfamidi Medan Peringati 17 Tahun dengan CSR Penanaman 2000 Bibit Pohon Mangrove,"Alfamidi Medan Commemorates 17th Anniversary with CSR Planting of 2,000 Mangroves"
262,Langkat,Sumatera Utara,Dinas Lingkungan Hidup dan Kehutanan Provinsi Sumut,"Pulihkan Hutan Mangrove,   Pemprov Sumut Tanam 10 Ribu Bibit Mangrove ",10000,seedlings,10000 bibit mangrove ditanam,2023,√,https://sumutprov.go.id/artikel/artikel/pulihkan-hutan-mangrove-pemprov-sumut-tanam-10-ribu-bibit-mangrove,"Pulihkan Hutan Mangrove,   Pemprov Sumut Tanam 10 Ribu Bibit Mangrove ","Restoring Mangrove Forests, North Sumatra Provincial Government Plants 10,000 Mangroves"
263,Langkat,Sumatera Utara,PT Mowilex Indonesia (Mowilex) dan Balai Perhutanan Sosial dan Kemitraan Lingkungan Wilayah Sumatera,Rehabilitasi Mangrove Diharap Bantu Sejahterakan Warga Sekitar ,10000,seedlings,10000 bibit mangrove ditanam,2022,√,https://www.liputan6.com/bisnis/read/4917392/rehabilitasi-mangrove-diharap-bantu-sejahterakan-warga-sekitar,Rehabilitasi Mangrove Diharap Bantu Sejahterakan Warga Sekitar ,Mangrove Rehabilitation Expected to Improve Community Welfare
264,Medan,Sumatera Utara,PT Pertamina Gas (Pertagas),Tanam 1500 Mangrove : Langkah Konkrit Pertamina Gas Lindungi Pesisir Belawan,1500,seedlings,1500 bibit mangrove ditanam,2024,√,https://pertagas.pertamina.com/Portal/Content/Read/143,Tanam 1500 Mangrove : Langkah Konkrit Pertamina Gas Lindungi Pesisir Belawan,"Planting 1,500 Mangroves: Concrete Step by Pertamina Gas to Protect Belawan Coast"
265,Medan,Sumatera Utara,Universitas Medan Area (UMA),"Dosen dan Mahasiswa UMA Tanam 1.000 Bibit Mangrove di Pulau Sicanang, Belawan",1000,seedlings,1000 bibit mangrove ditanam,2025,√,https://uma.ac.id/berita/dosen-dan-mahasiswa-uma-tanam-1000-bibit-mangrove-di-pulau-sicanang-belawan,"Dosen dan Mahasiswa UMA Tanam 1.000 Bibit Mangrove di Pulau Sicanang, Belawan","UMA Lecturers and Students Plant 1,000 Mangroves in Sicanang Island, Belawan"
266,Medan,Sumatera Utara,Auto 2000,Auto2000 Dukung Sustai0ble Development Goals Astra 2030 ,2000,seedlings,2000 bibit mangrove ditanam,2023,√,https://swa.co.id/read/386972/auto2000-dukung-sustainable-development-goals-astra-2030,Auto2000 Dukung Sustai0ble Development Goals Astra 2030 ,Auto2000 Supports Astra 2030 Sustainable Development Goals
267,Medan,Sumatera Utara,Musim Mas Group,Musim Mas & Yayasan Anwar Karim Bagikan Sembako kepada 350 Keluarga Pra Sejahtera ,7000,seedlings,7000 bibit mangrove ditanam,2025,√,https://kabarindo.com/post/musim-mas-yayasan-anwar-karim-bagikan-sembako-kepada-350-keluarga-pra-sejahtera/43186,Musim Mas & Yayasan Anwar Karim Bagikan Sembako kepada 350 Keluarga Pra Sejahtera ,Musim Mas & Anwar Karim Foundation Distribute Food Packages to 350 Underprivileged Families
268,Nias Utara,Sumatera Utara,Pemerintah Kabupaten Nias Utara dan Konservasi Indonesia,Konservasi Indonesia dan Pemkab Nias Utara Tanam 103 Ribu Bibit Mangrove ,3000,seedlings,3000 bibit mangrove ditanam,2024,√,https://katadata.co.id/ekonomi-hijau/ekonomi-sirkular/66a399a3b659c/konservasi-indonesia-dan-pemkab-nias-utara-tanam-103-ribu-bibit-mangrove,Konservasi Indonesia dan Pemkab Nias Utara Tanam 103 Ribu Bibit Mangrove ,"Conservation International and North Nias Regency Government Plant 103,000 Mangroves"
269,Serdang Bedagai,Sumatera Utara,Fakultas Kehutanan Universitas Sumatera Utara,Penanaman Mangrove Di Kampung Nipah Sebagai Bentuk Pengabdian Pada Masyarakat,100,seedlings,100 bibit mangrove ditanam,2024,√,https://fhut.usu.ac.id/id/berita/penanaman-mangrove-di-kampung-nipah-sebagai-bentuk-pengabdian-pada-masyarakat,Penanaman Mangrove Di Kampung Nipah Sebagai Bentuk Pengabdian Pada Masyarakat,Mangrove Planting in Nipah Village as a Form of Community Service
270,Serdang Bedagai,Sumatera Utara,PT Pegadaian Kanwil I Medan,Pegadaian Kanwil Medan Tanam Ribuan Bibit Pohon Mangrove di Bibir Pantai Kampung Nipah Sergai,5000,seedlings,5000 bibit mangrove ditanam (2 hektare),2023,√,https://medanbisnisdaily.com/news/online/read/2023/02/14/166457/pegadaian_kanwil_i_medan_tanam_ribuan_bibit_pohon_mangrove_di_bibir_pantai_kampung_nipah_sergai/,Pegadaian Kanwil Medan Tanam Ribuan Bibit Pohon Mangrove di Bibir Pantai Kampung Nipah Sergai,"Pegadaian Medan Regional Office Plants Thousands of Mangroves on Nipah Village Coast, Sergai"
271,Sibolga,Sumatera Utara,PT Pertamina,Pertamina Rehabilitasi Mangrove yang Rusak di TBBM Sibolga,1000,seedlings,1000 bibit mangrove ditanam,2021,√,https://www.tapanulipost.com/pertamina-rehabilitasi-mangrove-yang-rusak-di-tbbm-sibolga/,Pertamina Rehabilitasi Mangrove yang Rusak di TBBM Sibolga,Pertamina Rehabilitates Damaged Mangroves at TBBM Sibolga
